Brand,Model,Fuel_Type,Mileage
Hyundai,i10,Electric,15.2
Kia,Sonet,Petrol,16.3
Skoda,Slavia,Electric,24.7
Volkswagen,Vento,Diesel,12.9
Skoda,Octavia,Petrol,19.5
Tata Motors,Tiago,Petrol,22.5
Skoda,Rapid,Electric,17.4
Maruti Suzuki,Baleno,Electric,29.4
Hyundai,Creta,Diesel,12.9
Maruti Suzuki,Dzire,Petrol,29.6
Honda,Jazz,Diesel,17.0
Volkswagen,Polo,CNG,18.4
Honda,Amaze,Diesel,22.6
Volkswagen,Tiguan,Electric,14.7
Kia,EV6,CNG,11.5
Renault,Kiger,Petrol,14.7
Kia,Sonet,CNG,12.4
Skoda,Octavia,Electric,22.2
Kia,Carnival,Electric,12.1
Toyota,Camry,Petrol,13.8
Tata Motors,Tiago,Petrol,17.4
Hyundai,Verna,Petrol,21.2
Volkswagen,Virtus,Petrol,10.1
Maruti Suzuki,Ertiga,Electric,16.5
Tata Motors,Altroz,Diesel,18.9
Renault,Kiger,Petrol,27.9
Renault,Duster,Electric,12.2
Volkswagen,Virtus,CNG,10.7
Mahindra,XUV300,Petrol,16.4
Honda,Amaze,Electric,22.1
Kia,EV6,CNG,28.0
Renault,Lodgy,Diesel,24.3
Mahindra,Scorpio,CNG,22.8
Renault,Kwid,CNG,10.1
Maruti Suzuki,WagonR,Electric,17.8
Renault,Kiger,Electric,27.8
Honda,Amaze,CNG,21.2
Kia,Seltos,CNG,25.8
Renault,Triber,Petrol,17.4
Skoda,Slavia,Diesel,17.8
Mahindra,Thar,Electric,24.9
Mahindra,Scorpio,CNG,22.1
Hyundai,Venue,Diesel,24.1
Maruti Suzuki,Dzire,CNG,26.5
Skoda,Octavia,Diesel,25.7
Volkswagen,Taigun,Petrol,15.0
Skoda,Octavia,Petrol,23.7
Volkswagen,Tiguan,Diesel,27.6
Renault,Kiger,CNG,26.3
Kia,Carnival,CNG,22.1
Maruti Suzuki,Baleno,CNG,23.1
Toyota,Glanza,Electric,13.7
Skoda,Kushaq,Electric,28.1
Toyota,Innova,Petrol,15.5
Kia,Carens,CNG,23.0
Hyundai,i20,Diesel,25.8
Honda,Amaze,Electric,24.9
Maruti Suzuki,Ertiga,Petrol,27.8
Kia,EV6,Diesel,13.2
Mahindra,Scorpio,CNG,17.8
Volkswagen,Taigun,CNG,26.6
Maruti Suzuki,Dzire,Petrol,25.7
Tata Motors,Tiago,Petrol,21.8
Tata Motors,Harrier,Electric,24.8
Maruti Suzuki,WagonR,Petrol,28.7
Volkswagen,Taigun,Diesel,18.1
Kia,Seltos,Electric,20.8
Tata Motors,Tiago,Petrol,25.5
Maruti Suzuki,Swift,CNG,24.9
Hyundai,i20,Electric,22.3
Tata Motors,Altroz,Diesel,27.1
Skoda,Rapid,CNG,18.9
Honda,Civic,Petrol,23.5
Honda,WR-V,Diesel,14.9
Toyota,Fortuner,Petrol,15.1
Honda,City,Diesel,22.5
Honda,Civic,Petrol,17.5
Mahindra,Scorpio,CNG,10.9
Maruti Suzuki,Baleno,Diesel,29.6
Mahindra,XUV700,Petrol,28.0
Maruti Suzuki,Dzire,Diesel,27.9
Renault,Kwid,Diesel,10.9
Renault,Lodgy,CNG,25.6
Volkswagen,Virtus,CNG,11.3
Mahindra,XUV700,Petrol,16.1
Skoda,Kushaq,Diesel,21.7
Hyundai,i20,Electric,15.0
Hyundai,Venue,Petrol,11.4
Maruti Suzuki,Baleno,Petrol,26.5
Honda,WR-V,Petrol,27.1
Skoda,Octavia,CNG,23.7
Kia,EV6,CNG,21.1
Honda,Amaze,Petrol,19.7
Toyota,Urban Cruiser,Petrol,10.7
Skoda,Superb,Petrol,23.8
Toyota,Urban Cruiser,Diesel,29.6
Kia,EV6,Petrol,11.7
Kia,Carnival,Diesel,17.3
Volkswagen,Vento,Electric,15.8
Hyundai,Venue,Electric,24.2
Maruti Suzuki,WagonR,Electric,10.2
Volkswagen,Polo,Electric,25.3
Honda,City,Electric,22.3
Tata Motors,Punch,CNG,26.5
Tata Motors,Harrier,Electric,24.4
Hyundai,Venue,Diesel,24.1
Skoda,Octavia,Diesel,28.9
Renault,Lodgy,Petrol,28.4
Renault,Kiger,Diesel,28.4
Mahindra,Scorpio,CNG,23.3
Hyundai,Verna,Electric,15.0
Hyundai,Venue,Petrol,13.0
Maruti Suzuki,Swift,Petrol,10.5
Hyundai,Venue,Diesel,28.3
Skoda,Octavia,Petrol,22.5
Renault,Lodgy,Petrol,18.7
Renault,Lodgy,CNG,14.9
Maruti Suzuki,Baleno,Petrol,25.2
Mahindra,Bolero,Petrol,14.1
Mahindra,XUV700,CNG,14.7
Hyundai,i10,Electric,14.4
Tata Motors,Tiago,Diesel,13.9
Maruti Suzuki,Swift,CNG,23.3
Maruti Suzuki,Baleno,Petrol,25.5
Toyota,Urban Cruiser,Diesel,13.0
Skoda,Kushaq,CNG,27.7
Tata Motors,Tiago,Petrol,21.9
Maruti Suzuki,WagonR,CNG,26.6
Maruti Suzuki,Baleno,Petrol,30.0
Hyundai,Creta,Diesel,17.7
Hyundai,i10,Electric,25.0
Honda,City,Electric,14.2
Skoda,Superb,Petrol,27.4
Volkswagen,Taigun,Petrol,16.3
Hyundai,i10,CNG,22.0
Toyota,Innova,CNG,27.5
Kia,Sonet,Electric,20.1
Mahindra,Thar,Electric,26.0
Hyundai,Venue,Diesel,18.0
Toyota,Innova,Petrol,22.8
Skoda,Kushaq,Electric,22.3
Volkswagen,Taigun,Diesel,19.8
Toyota,Glanza,Petrol,22.5
Tata Motors,Punch,Electric,22.8
Toyota,Urban Cruiser,CNG,23.0
Volkswagen,Virtus,Petrol,29.9
Renault,Triber,Electric,15.0
Maruti Suzuki,Dzire,Electric,20.6
Tata Motors,Punch,Electric,11.2
Mahindra,Bolero,CNG,19.7
Renault,Kiger,Diesel,13.7
Kia,Carnival,Petrol,25.8
Honda,WR-V,Electric,21.2
Tata Motors,Harrier,CNG,27.9
Hyundai,Venue,Electric,25.5
Kia,Carens,Petrol,27.7
Hyundai,Creta,CNG,14.3
Toyota,Urban Cruiser,Diesel,29.5
Kia,Sonet,Electric,24.7
Maruti Suzuki,Swift,Electric,23.0
Maruti Suzuki,Dzire,Petrol,11.9
Maruti Suzuki,Baleno,Electric,28.6
Mahindra,XUV700,CNG,21.5
Honda,WR-V,Petrol,13.1
Hyundai,Verna,Electric,18.7
Renault,Kiger,Diesel,20.8
Volkswagen,Taigun,Electric,28.7
Toyota,Urban Cruiser,Electric,12.2
Tata Motors,Harrier,Petrol,17.9
Kia,Seltos,CNG,11.4
Kia,Carens,Diesel,10.4
Honda,Jazz,CNG,19.4
Honda,Civic,Electric,18.3
Skoda,Slavia,Electric,15.0
Maruti Suzuki,Dzire,Diesel,21.3
Skoda,Superb,Electric,19.1
Volkswagen,Polo,CNG,20.8
Toyota,Innova,Petrol,18.4
Skoda,Superb,CNG,17.5
Skoda,Rapid,Electric,16.0
Hyundai,Verna,Electric,14.1
Maruti Suzuki,Ertiga,Diesel,29.9
Maruti Suzuki,WagonR,Petrol,23.8
Hyundai,i20,Diesel,17.7
Toyota,Glanza,Diesel,24.7
Kia,Sonet,CNG,29.7
Volkswagen,Polo,Electric,17.3
Skoda,Octavia,Petrol,11.7
Mahindra,XUV300,Diesel,19.0
Renault,Triber,CNG,29.0
Tata Motors,Altroz,Electric,29.0
Mahindra,XUV700,Electric,21.4
Kia,EV6,Electric,23.3
Mahindra,Thar,Petrol,22.1
Tata Motors,Punch,Petrol,28.1
Volkswagen,Polo,CNG,26.8
Tata Motors,Punch,Diesel,14.0
Skoda,Octavia,CNG,29.5
Toyota,Fortuner,Diesel,29.3
Renault,Duster,CNG,29.6
Volkswagen,Vento,Electric,19.3
Renault,Duster,Electric,22.7
Mahindra,XUV300,Electric,16.4
Mahindra,Thar,CNG,24.6
Hyundai,i20,CNG,12.2
Renault,Duster,CNG,29.2
Hyundai,i20,Petrol,30.0
Maruti Suzuki,Baleno,Petrol,19.9
Kia,Sonet,Petrol,11.3
Hyundai,Venue,Electric,23.0
Toyota,Fortuner,Petrol,26.3
Volkswagen,Vento,Petrol,27.5
Mahindra,XUV300,CNG,26.1
Maruti Suzuki,Dzire,Diesel,29.1
Renault,Lodgy,Petrol,17.6
Renault,Lodgy,Diesel,20.3
Hyundai,Creta,CNG,21.1
Skoda,Kushaq,CNG,13.6
Mahindra,Scorpio,Electric,20.5
Honda,Civic,Petrol,20.5
Maruti Suzuki,Dzire,Electric,10.3
Tata Motors,Altroz,CNG,12.2
Kia,Sonet,CNG,27.0
Maruti Suzuki,Swift,Diesel,13.6
Volkswagen,Vento,CNG,27.9
Honda,Amaze,Diesel,24.9
Honda,Amaze,CNG,11.7
Hyundai,Venue,CNG,11.8
Renault,Triber,Diesel,10.2
Kia,Sonet,Diesel,29.9
Kia,Sonet,Electric,19.7
Volkswagen,Taigun,Diesel,26.8
Toyota,Fortuner,CNG,25.2
Volkswagen,Virtus,Diesel,14.0
Volkswagen,Tiguan,Diesel,24.1
Renault,Triber,Petrol,29.0
Kia,Carnival,CNG,18.4
Renault,Lodgy,Diesel,18.2
Kia,Carens,Petrol,28.7
Volkswagen,Taigun,Diesel,11.2
Volkswagen,Virtus,Diesel,27.1
Toyota,Glanza,Electric,27.2
Mahindra,XUV300,Petrol,18.0
Maruti Suzuki,Swift,Diesel,29.5
Kia,Sonet,CNG,10.9
Toyota,Fortuner,CNG,22.7
Renault,Kiger,Diesel,21.7
Mahindra,Bolero,Petrol,19.9
Kia,Carnival,Diesel,26.0
Volkswagen,Taigun,Petrol,23.4
Tata Motors,Altroz,CNG,14.0
Skoda,Slavia,CNG,14.6
Toyota,Fortuner,Diesel,27.2
Mahindra,XUV300,Petrol,27.4
Hyundai,Verna,Electric,13.5
Tata Motors,Harrier,CNG,28.5
Volkswagen,Taigun,Petrol,14.3
Mahindra,XUV700,CNG,26.4
Maruti Suzuki,Dzire,Petrol,27.2
Toyota,Urban Cruiser,Electric,18.4
Honda,Amaze,Petrol,20.2
Maruti Suzuki,Dzire,Electric,24.4
Hyundai,Creta,Petrol,13.2
Toyota,Camry,Diesel,29.0
Mahindra,XUV700,Petrol,21.3
Kia,Sonet,Electric,15.6
Kia,Sonet,Diesel,17.2
Skoda,Superb,CNG,22.7
Volkswagen,Tiguan,Diesel,29.5
Renault,Kiger,Diesel,19.4
Kia,Seltos,Electric,26.5
Tata Motors,Tiago,Electric,19.0
Hyundai,Venue,CNG,14.0
Skoda,Slavia,Diesel,14.3
Maruti Suzuki,Baleno,Diesel,23.1
Hyundai,i20,Electric,14.9
Renault,Lodgy,CNG,10.0
Toyota,Fortuner,Diesel,11.5
Maruti Suzuki,Swift,Petrol,27.9
Volkswagen,Taigun,Diesel,11.2
Renault,Duster,CNG,29.7
Skoda,Rapid,Diesel,21.1
Renault,Duster,Electric,16.9
Renault,Triber,Diesel,13.7
Maruti Suzuki,Swift,Diesel,18.5
Volkswagen,Tiguan,Electric,11.8
Hyundai,Verna,Electric,24.4
Maruti Suzuki,Swift,CNG,18.4
Maruti Suzuki,Dzire,Electric,26.8
Renault,Triber,Electric,20.7
Kia,EV6,CNG,29.6
Mahindra,Scorpio,CNG,21.4
Mahindra,XUV700,CNG,24.2
Volkswagen,Tiguan,Diesel,14.4
Volkswagen,Vento,CNG,11.6
Kia,Carnival,Petrol,21.9
Kia,EV6,CNG,12.3
Volkswagen,Vento,CNG,25.6
Skoda,Kushaq,CNG,29.5
Kia,EV6,Diesel,15.5
Volkswagen,Vento,CNG,12.0
Mahindra,XUV700,Electric,18.9
Toyota,Fortuner,CNG,17.6
Skoda,Superb,CNG,14.8
Maruti Suzuki,Ertiga,CNG,29.5
Volkswagen,Polo,CNG,24.6
Mahindra,Scorpio,CNG,17.7
Kia,Sonet,Electric,17.0
Honda,WR-V,Diesel,17.6
Maruti Suzuki,Swift,Petrol,17.6
Maruti Suzuki,Swift,Petrol,27.0
Hyundai,i10,Diesel,22.4
Mahindra,XUV300,Petrol,29.9
Tata Motors,Nexon,Petrol,15.8
Skoda,Octavia,Petrol,27.7
Mahindra,Scorpio,Diesel,16.0
Tata Motors,Tiago,CNG,26.4
Mahindra,Scorpio,Electric,15.7
Volkswagen,Vento,Petrol,15.4
Kia,Sonet,CNG,19.0
Renault,Triber,Petrol,22.4
Hyundai,i10,CNG,17.3
Volkswagen,Tiguan,Petrol,17.5
Honda,City,CNG,17.6
Mahindra,Thar,Petrol,14.8
Kia,Carens,Diesel,13.6
Mahindra,Bolero,CNG,28.8
Volkswagen,Virtus,CNG,10.9
Toyota,Urban Cruiser,Electric,19.8
Renault,Kiger,Electric,12.0
Honda,City,Petrol,12.6
Renault,Triber,CNG,14.1
Mahindra,XUV300,Petrol,17.8
Mahindra,Scorpio,Petrol,15.4
Mahindra,Bolero,Diesel,12.3
Maruti Suzuki,Dzire,Electric,27.4
Skoda,Rapid,Electric,10.1
Maruti Suzuki,Ertiga,Electric,24.4
Maruti Suzuki,WagonR,Petrol,27.4
Volkswagen,Virtus,CNG,14.1
Volkswagen,Tiguan,CNG,29.7
Toyota,Urban Cruiser,Electric,24.5
Honda,City,Diesel,10.2
Volkswagen,Virtus,CNG,21.1
Honda,WR-V,Electric,25.0
Skoda,Kushaq,Electric,13.7
Maruti Suzuki,Swift,Diesel,13.2
Hyundai,Verna,CNG,24.1
Renault,Kwid,Diesel,19.3
Mahindra,XUV700,CNG,13.0
Tata Motors,Tiago,Diesel,25.9
Mahindra,Scorpio,Electric,20.6
Renault,Duster,CNG,13.6
Kia,Carens,Petrol,29.4
Tata Motors,Harrier,CNG,25.3
Hyundai,i10,Petrol,29.5
Toyota,Urban Cruiser,CNG,27.7
Toyota,Fortuner,CNG,12.8
Skoda,Kushaq,CNG,10.7
Volkswagen,Tiguan,Diesel,18.9
Hyundai,Verna,CNG,14.9
Maruti Suzuki,Dzire,Diesel,20.7
Skoda,Octavia,CNG,26.1
Honda,Amaze,Diesel,27.1
Maruti Suzuki,WagonR,Diesel,23.6
Tata Motors,Tiago,Electric,17.5
Skoda,Octavia,Petrol,29.1
Renault,Kiger,Diesel,29.9
Hyundai,i10,Diesel,27.9
Toyota,Fortuner,CNG,13.1
Skoda,Octavia,Electric,13.1
Maruti Suzuki,Baleno,Electric,12.2
Toyota,Camry,Electric,11.5
Volkswagen,Taigun,CNG,29.4
Renault,Triber,CNG,25.5
Mahindra,XUV700,Diesel,14.5
Toyota,Glanza,CNG,10.0
Toyota,Urban Cruiser,Diesel,17.0
Tata Motors,Nexon,Petrol,12.1
Volkswagen,Vento,CNG,16.1
Skoda,Superb,Petrol,11.5
Hyundai,Verna,CNG,25.2
Renault,Duster,Electric,29.6
Tata Motors,Tiago,Electric,19.8
Tata Motors,Tiago,Petrol,12.2
Kia,Seltos,Electric,28.3
Mahindra,Thar,CNG,15.9
Toyota,Fortuner,Diesel,18.8
Renault,Lodgy,Petrol,29.7
Mahindra,Bolero,Petrol,14.8
Kia,Carnival,Petrol,24.0
Mahindra,XUV300,Petrol,24.6
Honda,Amaze,Petrol,27.2
Hyundai,i20,Diesel,13.2
Hyundai,i20,Electric,24.5
Hyundai,i10,Diesel,16.8
Maruti Suzuki,Dzire,Petrol,16.8
Tata Motors,Harrier,CNG,19.5
Kia,Seltos,CNG,22.8
Tata Motors,Altroz,Petrol,21.2
Toyota,Camry,Electric,20.1
Tata Motors,Tiago,Diesel,26.5
Kia,Carnival,CNG,21.9
Honda,Amaze,CNG,28.0
Honda,Jazz,Diesel,21.4
Volkswagen,Virtus,CNG,12.5
Skoda,Kushaq,Diesel,13.1
Volkswagen,Tiguan,Diesel,16.0
Skoda,Kushaq,Electric,18.9
Kia,Seltos,CNG,13.4
Tata Motors,Nexon,Petrol,29.6
Skoda,Kushaq,Electric,21.0
Tata Motors,Altroz,Electric,19.9
Mahindra,XUV300,Electric,13.0
Honda,City,Diesel,18.5
Mahindra,Bolero,Petrol,24.1
Mahindra,XUV300,Petrol,26.9
Mahindra,XUV700,Petrol,15.7
Skoda,Rapid,Petrol,13.9
Volkswagen,Vento,Electric,12.2
Mahindra,XUV300,Electric,23.6
Tata Motors,Altroz,Electric,15.5
Renault,Kwid,Diesel,24.2
Kia,Carnival,Diesel,26.7
Skoda,Superb,CNG,16.6
Toyota,Glanza,CNG,12.6
Hyundai,Verna,Diesel,18.2
Toyota,Camry,Diesel,26.0
Honda,Civic,Electric,15.4
Kia,Sonet,Diesel,12.8
Renault,Triber,Electric,27.6
Skoda,Kushaq,Diesel,25.9
Tata Motors,Tiago,Diesel,11.0
Volkswagen,Virtus,Petrol,12.1
Mahindra,Bolero,Diesel,18.1
Volkswagen,Polo,Electric,16.9
Mahindra,Thar,Diesel,22.4
Toyota,Fortuner,Diesel,22.2
Mahindra,Scorpio,CNG,18.5
Volkswagen,Polo,Petrol,13.9
Mahindra,XUV700,Electric,13.2
Maruti Suzuki,Dzire,Petrol,26.1
Hyundai,Verna,CNG,22.4
Skoda,Rapid,Electric,15.9
Kia,EV6,CNG,13.5
Honda,Amaze,CNG,29.9
Renault,Kwid,Electric,18.1
Volkswagen,Virtus,Diesel,14.0
Honda,Amaze,Petrol,17.3
Mahindra,Thar,Diesel,24.7
Renault,Lodgy,Electric,14.9
Honda,WR-V,CNG,27.8
Maruti Suzuki,Swift,CNG,12.8
Tata Motors,Punch,Petrol,12.3
Hyundai,i10,CNG,26.6
Toyota,Urban Cruiser,Electric,22.5
Renault,Kiger,Diesel,16.3
Honda,City,Petrol,26.3
Volkswagen,Vento,CNG,17.6
Renault,Duster,Petrol,27.6
Hyundai,i10,Diesel,10.4
Tata Motors,Harrier,Petrol,21.5
Renault,Kwid,CNG,20.7
Tata Motors,Tiago,Petrol,27.2
Toyota,Fortuner,CNG,22.8
Hyundai,Verna,Petrol,29.7
Maruti Suzuki,Dzire,Diesel,11.6
Tata Motors,Altroz,Petrol,18.8
Maruti Suzuki,Swift,CNG,21.2
Kia,Seltos,CNG,26.0
Honda,Civic,Diesel,17.5
Maruti Suzuki,Swift,Electric,26.3
Toyota,Urban Cruiser,Petrol,14.4
Volkswagen,Vento,Petrol,25.6
Renault,Lodgy,Diesel,24.3
Kia,EV6,Diesel,24.5
Hyundai,Verna,Diesel,21.7
Hyundai,Creta,Electric,10.3
Maruti Suzuki,Swift,Petrol,21.8
Skoda,Kushaq,Electric,17.9
Tata Motors,Punch,CNG,26.2
Mahindra,Scorpio,CNG,24.7
Honda,City,Diesel,25.7
Renault,Lodgy,Electric,22.7
Volkswagen,Taigun,CNG,16.1
Mahindra,Bolero,CNG,24.4
Kia,Carnival,Electric,20.9
Renault,Duster,CNG,26.6
Kia,Carnival,Diesel,19.1
Hyundai,Creta,CNG,11.6
Honda,Civic,Petrol,13.6
Honda,WR-V,Diesel,11.9
Skoda,Slavia,Diesel,16.6
Kia,EV6,Electric,20.0
Maruti Suzuki,Ertiga,Petrol,15.5
Tata Motors,Nexon,Petrol,26.6
Tata Motors,Nexon,Diesel,10.1
Honda,City,Petrol,25.3
Volkswagen,Vento,Electric,22.8
Honda,Jazz,Petrol,18.7
Skoda,Superb,CNG,27.5
Tata Motors,Tiago,Petrol,16.5
Volkswagen,Tiguan,Electric,18.0
Honda,Civic,Petrol,23.3
Honda,Jazz,CNG,24.3
Honda,City,Diesel,11.8
Toyota,Glanza,CNG,22.1
Honda,Jazz,Petrol,10.2
Hyundai,i20,Petrol,12.6
Hyundai,Creta,Diesel,14.1
Mahindra,XUV700,Petrol,10.2
Volkswagen,Virtus,Diesel,23.2
Maruti Suzuki,WagonR,Petrol,17.5
Hyundai,Venue,Electric,28.3
Kia,Carnival,Electric,20.5
Skoda,Superb,Diesel,27.9
Tata Motors,Punch,Diesel,14.6
Skoda,Kushaq,Electric,28.5
Toyota,Glanza,Diesel,27.2
Maruti Suzuki,Swift,Petrol,13.8
Honda,Amaze,Petrol,14.3
Honda,Civic,Diesel,24.2
Honda,WR-V,CNG,10.9
Volkswagen,Tiguan,Diesel,21.8
Skoda,Rapid,Diesel,24.9
Hyundai,Creta,Electric,12.6
Tata Motors,Tiago,Diesel,28.0
Renault,Triber,Electric,22.4
Maruti Suzuki,Swift,Petrol,26.8
Mahindra,XUV300,Electric,22.7
Tata Motors,Altroz,Diesel,24.0
Tata Motors,Nexon,Electric,14.4
Tata Motors,Harrier,CNG,12.4
Skoda,Kushaq,Petrol,21.8
Honda,City,CNG,27.9
Toyota,Camry,Diesel,24.4
Renault,Triber,CNG,29.6
Maruti Suzuki,Baleno,Petrol,29.4
Skoda,Octavia,Electric,17.5
Skoda,Slavia,Diesel,28.9
Hyundai,Creta,CNG,12.1
Maruti Suzuki,Ertiga,CNG,18.7
Skoda,Octavia,Electric,11.1
Toyota,Camry,Diesel,22.1
Skoda,Rapid,Electric,21.2
Maruti Suzuki,WagonR,Petrol,29.2
Tata Motors,Tiago,Electric,21.6
Kia,EV6,Petrol,10.0
Volkswagen,Virtus,Electric,11.6
Maruti Suzuki,Dzire,Electric,22.9
Skoda,Kushaq,CNG,25.4
Toyota,Camry,Diesel,10.7
Maruti Suzuki,Swift,Diesel,17.2
Maruti Suzuki,Swift,Petrol,29.6
Volkswagen,Taigun,CNG,11.5
Kia,Carens,Petrol,11.9
Tata Motors,Nexon,Electric,27.0
Skoda,Superb,Electric,28.1
Mahindra,Scorpio,Petrol,18.2
Volkswagen,Taigun,Diesel,24.4
Honda,WR-V,CNG,12.5
Volkswagen,Taigun,Petrol,12.9
Tata Motors,Harrier,Diesel,23.9
Tata Motors,Tiago,Petrol,25.5
Renault,Duster,Petrol,26.9
Tata Motors,Altroz,CNG,15.0
Toyota,Fortuner,Diesel,21.2
Hyundai,Creta,Electric,26.1
Toyota,Urban Cruiser,Electric,27.0
Maruti Suzuki,Ertiga,CNG,21.7
Honda,Jazz,CNG,20.5
Hyundai,i10,Electric,11.0
Hyundai,i20,Diesel,11.0
Mahindra,Scorpio,Electric,14.4
Honda,Amaze,Electric,19.5
Maruti Suzuki,Dzire,Diesel,27.3
Renault,Triber,Petrol,11.0
Maruti Suzuki,Baleno,Electric,23.3
Hyundai,i20,Electric,23.2
Honda,Amaze,Electric,17.1
Mahindra,XUV700,Diesel,15.0
Honda,City,Petrol,26.1
Maruti Suzuki,Ertiga,Diesel,25.2
Renault,Duster,Diesel,10.0
Renault,Kwid,Electric,11.6
Skoda,Kushaq,Diesel,18.8
Hyundai,Creta,Diesel,13.4
Mahindra,XUV300,Diesel,24.0
Maruti Suzuki,Ertiga,CNG,13.8
Toyota,Glanza,Petrol,17.0
Mahindra,XUV300,CNG,12.2
Tata Motors,Harrier,CNG,12.4
Honda,Civic,Petrol,18.3
Tata Motors,Altroz,Petrol,13.5
Hyundai,Creta,CNG,11.5
Hyundai,i10,Petrol,29.4
Honda,Amaze,Diesel,18.6
Volkswagen,Virtus,Petrol,16.3
Tata Motors,Harrier,CNG,23.5
Kia,Sonet,Petrol,20.5
Honda,WR-V,CNG,25.2
Honda,Jazz,Petrol,10.9
Honda,Amaze,Diesel,18.8
Toyota,Glanza,CNG,23.3
Maruti Suzuki,Ertiga,Diesel,23.0
Mahindra,Bolero,CNG,24.7
Tata Motors,Altroz,Diesel,27.0
Hyundai,i10,Electric,10.3
Mahindra,Bolero,Electric,11.9
Kia,Carnival,Electric,14.0
Volkswagen,Virtus,Electric,26.2
Skoda,Slavia,CNG,29.8
Renault,Lodgy,Diesel,28.3
Maruti Suzuki,Baleno,Petrol,19.7
Toyota,Fortuner,Petrol,25.2
Skoda,Octavia,Diesel,20.9
Mahindra,XUV300,Diesel,16.8
Maruti Suzuki,Ertiga,Diesel,16.9
Volkswagen,Polo,Diesel,17.8
Skoda,Rapid,Diesel,25.5
Skoda,Rapid,Diesel,10.5
Kia,Sonet,CNG,15.1
Renault,Kwid,CNG,28.9
Skoda,Superb,Electric,21.6
Skoda,Octavia,Petrol,16.4
Kia,EV6,Petrol,11.8
Tata Motors,Altroz,CNG,23.8
Hyundai,Creta,CNG,21.8
Maruti Suzuki,Swift,Electric,16.6
Hyundai,Venue,Electric,27.7
Volkswagen,Polo,Electric,27.4
Renault,Kiger,CNG,13.4
Toyota,Glanza,CNG,28.9
Kia,Carnival,CNG,23.2
Mahindra,Bolero,Petrol,14.7
Maruti Suzuki,Swift,Petrol,17.1
Honda,Civic,Electric,16.4
Renault,Triber,Petrol,18.5
Tata Motors,Harrier,Electric,23.6
Skoda,Rapid,Electric,21.2
Honda,Amaze,Diesel,26.6
Maruti Suzuki,Ertiga,Diesel,24.8
Maruti Suzuki,Baleno,CNG,12.3
Honda,City,Diesel,18.5
Skoda,Octavia,Diesel,22.4
Renault,Kiger,Electric,29.7
Skoda,Rapid,Electric,17.5
Skoda,Octavia,CNG,26.3
Honda,City,Petrol,22.0
Renault,Kiger,CNG,17.7
Honda,Civic,Diesel,12.2
Renault,Triber,CNG,29.6
Toyota,Innova,CNG,11.9
Honda,City,Petrol,23.5
Skoda,Slavia,Electric,28.9
Skoda,Rapid,Electric,16.0
Maruti Suzuki,Baleno,Diesel,13.0
Renault,Triber,Petrol,19.6
Hyundai,i20,Diesel,17.3
Skoda,Kushaq,Diesel,24.0
Volkswagen,Virtus,Electric,22.2
Honda,WR-V,CNG,14.9
Honda,Civic,Electric,26.6
Honda,City,Petrol,11.3
Renault,Triber,Electric,24.0
Honda,Amaze,Electric,20.0
Tata Motors,Altroz,CNG,17.8
Maruti Suzuki,WagonR,Electric,15.6
Maruti Suzuki,Ertiga,CNG,12.5
Maruti Suzuki,Swift,Electric,13.3
Skoda,Kushaq,Petrol,25.7
Volkswagen,Vento,Diesel,23.3
Renault,Kiger,Petrol,14.2
Volkswagen,Vento,CNG,27.1
Skoda,Rapid,Petrol,20.2
Toyota,Glanza,Diesel,28.9
Renault,Kwid,Petrol,12.8
Honda,Jazz,Petrol,17.6
Volkswagen,Vento,Petrol,28.2
Mahindra,Thar,Electric,24.2
Maruti Suzuki,Ertiga,Electric,14.8
Mahindra,Thar,Petrol,11.1
Honda,Civic,CNG,26.5
Volkswagen,Polo,Electric,17.5
Kia,EV6,Diesel,21.8
Maruti Suzuki,Swift,Diesel,17.2
Tata Motors,Tiago,Electric,12.9
Hyundai,Venue,Petrol,13.3
Tata Motors,Altroz,CNG,28.7
Tata Motors,Tiago,Diesel,21.3
Mahindra,Scorpio,CNG,23.8
Mahindra,Thar,Petrol,20.1
Volkswagen,Vento,Petrol,15.4
Honda,WR-V,Petrol,19.6
Volkswagen,Tiguan,CNG,20.3
Toyota,Urban Cruiser,Diesel,28.3
Tata Motors,Harrier,Diesel,16.0
Kia,EV6,CNG,28.5
Mahindra,Thar,CNG,21.4
Honda,Amaze,CNG,17.5
Honda,Civic,CNG,13.5
Maruti Suzuki,Baleno,CNG,29.4
Kia,EV6,Diesel,10.8
Maruti Suzuki,Dzire,Diesel,13.8
Hyundai,Creta,CNG,17.9
Volkswagen,Vento,Electric,16.2
Mahindra,XUV300,Diesel,28.6
Hyundai,i20,Petrol,26.6
Mahindra,XUV300,Electric,24.9
Skoda,Slavia,CNG,24.0
Mahindra,XUV700,Petrol,18.5
Skoda,Kushaq,CNG,25.7
Tata Motors,Nexon,Diesel,22.5
Honda,Jazz,CNG,21.7
Kia,Seltos,Electric,12.5
Tata Motors,Nexon,Petrol,29.6
Honda,Civic,CNG,26.5
Renault,Kwid,Petrol,24.1
Skoda,Slavia,CNG,25.4
Maruti Suzuki,WagonR,Diesel,27.4
Kia,Carnival,CNG,23.4
Renault,Triber,CNG,15.9
Volkswagen,Tiguan,Diesel,20.9
Toyota,Fortuner,CNG,26.3
Toyota,Camry,CNG,18.7
Tata Motors,Punch,Petrol,10.7
Mahindra,Scorpio,Diesel,20.3
Tata Motors,Altroz,Petrol,24.4
